pair_choice,span,minimum_adjacent_separation,relative_eigenvalue_threshold,pair_weight_in_triple_space,pair_norm_squared,minimum_gram_eigenvalue,maximum_gram_eigenvalue,retained_rank,retained_condition_number,discarded_overlap_norm_squared
same_outer_tensors,145,50,1.0e-8,1.6383910928791046e-8,1.0000000000002474,0.9999824387458798,1.000272590700158,46,1.0002901570498,0.0
same_outer_tensors,160,20,1.0e-12,0.0034895462215041835,1.000000000000007,0.975689458632309,1.0954302294985812,121,1.1227242641671265,0.0
same_outer_tensors,160,20,1.0e-10,0.0034895462215041835,1.000000000000007,0.975689458632309,1.0954302294985812,121,1.1227242641671265,0.0
same_outer_tensors,160,20,1.0e-8,0.0034895462215041835,1.000000000000007,0.975689458632309,1.0954302294985812,121,1.1227242641671265,0.0
same_outer_tensors,160,30,1.0e-12,4.679812870531499e-5,1.000000000000007,0.997081520785808,1.00975103023659,101,1.012706593379443,0.0
same_outer_tensors,160,30,1.0e-10,4.679812870531499e-5,1.000000000000007,0.997081520785808,1.00975103023659,101,1.012706593379443,0.0
same_outer_tensors,160,30,1.0e-8,4.679812870531499e-5,1.000000000000007,0.997081520785808,1.00975103023659,101,1.012706593379443,0.0
same_outer_tensors,160,40,1.0e-12,7.103629628088059e-7,1.000000000000007,0.9997740946778401,1.0014326852000917,81,1.0016589652913401,0.0
same_outer_tensors,160,40,1.0e-10,7.103629628088059e-7,1.000000000000007,0.9997740946778401,1.0014326852000917,81,1.0016589652913401,0.0
same_outer_tensors,160,40,1.0e-8,7.103629628088059e-7,1.000000000000007,0.9997740946778401,1.0014326852000917,81,1.0016589652913401,0.0
same_outer_tensors,160,50,1.0e-12,1.6383924088120188e-8,1.000000000000007,0.9999824173524796,1.0002725644594967,61,1.0002901522086611,0.0
same_outer_tensors,160,50,1.0e-10,1.6383924088120188e-8,1.000000000000007,0.9999824173524796,1.0002725644594967,61,1.0002901522086611,0.0
same_outer_tensors,160,50,1.0e-8,1.6383924088120188e-8,1.000000000000007,0.9999824173524796,1.0002725644594967,61,1.0002901522086611,0.0
same_outer_tensors,180,20,1.0e-12,0.003489546221474656,0.9999999999999726,0.9756894585731437,1.0954302294590745,141,1.122724264194717,0.0
same_outer_tensors,180,20,1.0e-10,0.003489546221474656,0.9999999999999726,0.9756894585731437,1.0954302294590745,141,1.122724264194717,0.0
same_outer_tensors,180,20,1.0e-8,0.003489546221474656,0.9999999999999726,0.9756894585731437,1.0954302294590745,141,1.122724264194717,0.0
same_outer_tensors,180,30,1.0e-12,4.6798128703442565e-5,0.9999999999999726,0.9970815205754928,1.0097510300525157,121,1.012706593408441,0.0
same_outer_tensors,180,30,1.0e-10,4.6798128703442565e-5,0.9999999999999726,0.9970815205754928,1.0097510300525157,121,1.012706593408441,0.0
same_outer_tensors,180,30,1.0e-8,4.6798128703442565e-5,0.9999999999999726,0.9970815205754928,1.0097510300525157,121,1.012706593408441,0.0
same_outer_tensors,180,40,1.0e-12,7.103629626828959e-7,0.9999999999999726,0.9997740939685553,1.0014326843918964,101,1.0016589651935843,0.0
same_outer_tensors,180,40,1.0e-10,7.103629626828959e-7,0.9999999999999726,0.9997740939685553,1.0014326843918964,101,1.0016589651935843,0.0
same_outer_tensors,180,40,1.0e-8,7.103629626828959e-7,0.9999999999999726,0.9997740939685553,1.0014326843918964,101,1.0016589651935843,0.0
same_outer_tensors,180,50,1.0e-12,1.638392423462594e-8,0.9999999999999726,0.9999824148484722,1.000272561092694,81,1.0002901513465772,0.0
same_outer_tensors,180,50,1.0e-10,1.638392423462594e-8,0.9999999999999726,0.9999824148484722,1.000272561092694,81,1.0002901513465772,0.0
same_outer_tensors,180,50,1.0e-8,1.638392423462594e-8,0.9999999999999726,0.9999824148484722,1.000272561092694,81,1.0002901513465772,0.0
same_outer_tensors,220,20,1.0e-12,0.0034895462214729993,0.999999999999959,0.975689458569849,1.0954302294568654,181,1.122724264196244,0.0
same_outer_tensors,220,20,1.0e-10,0.0034895462214729993,0.999999999999959,0.975689458569849,1.0954302294568654,181,1.122724264196244,0.0
same_outer_tensors,220,20,1.0e-8,0.0034895462214729993,0.999999999999959,0.975689458569849,1.0954302294568654,181,1.122724264196244,0.0
same_outer_tensors,220,30,1.0e-12,4.67981287033387e-5,0.999999999999959,0.9970815205638266,1.0097510300423016,161,1.012706593410046,0.0
same_outer_tensors,220,30,1.0e-10,4.67981287033387e-5,0.999999999999959,0.9970815205638266,1.0097510300423016,161,1.012706593410046,0.0
same_outer_tensors,220,30,1.0e-8,4.67981287033387e-5,0.999999999999959,0.9970815205638266,1.0097510300423016,161,1.012706593410046,0.0
same_outer_tensors,220,40,1.0e-12,7.103629626754759e-7,0.999999999999959,0.9997740939292411,1.0014326843470653,141,1.0016589651881314,0.0
same_outer_tensors,220,40,1.0e-10,7.103629626754759e-7,0.999999999999959,0.9997740939292411,1.0014326843470653,141,1.0016589651881314,0.0
same_outer_tensors,220,40,1.0e-8,7.103629626754759e-7,0.999999999999959,0.9997740939292411,1.0014326843470653,141,1.0016589651881314,0.0
same_outer_tensors,220,50,1.0e-12,1.6383924234220798e-8,0.999999999999959,0.9999824147096953,1.0002725609040903,121,1.0002901512967899,0.0
same_outer_tensors,220,50,1.0e-10,1.6383924234220798e-8,0.999999999999959,0.9999824147096953,1.0002725609040903,121,1.0002901512967899,0.0
same_outer_tensors,220,50,1.0e-8,1.6383924234220798e-8,0.999999999999959,0.9999824147096953,1.0002725609040903,121,1.0002901512967899,0.0
same_outer_tensors,280,20,1.0e-12,0.003489546221472995,0.9999999999999469,0.9756894585698351,1.0954302294568545,241,1.1227242641962487,0.0
same_outer_tensors,280,20,1.0e-10,0.003489546221472995,0.9999999999999469,0.9756894585698351,1.0954302294568545,241,1.1227242641962487,0.0
same_outer_tensors,280,20,1.0e-8,0.003489546221472995,0.9999999999999469,0.9756894585698351,1.0954302294568545,241,1.1227242641962487,0.0
same_outer_tensors,280,30,1.0e-12,4.679812870333827e-5,0.9999999999999469,0.9970815205637809,1.0097510300422599,221,1.0127065934100505,0.0
same_outer_tensors,280,30,1.0e-10,4.679812870333827e-5,0.9999999999999469,0.9970815205637809,1.0097510300422599,221,1.0127065934100505,0.0
same_outer_tensors,280,30,1.0e-8,4.679812870333827e-5,0.9999999999999469,0.9970815205637809,1.0097510300422599,221,1.0127065934100505,0.0
same_outer_tensors,280,40,1.0e-12,7.103629626754483e-7,0.9999999999999469,0.9997740939291133,1.001432684346922,201,1.001658965188116,0.0
same_outer_tensors,280,40,1.0e-10,7.103629626754483e-7,0.9999999999999469,0.9997740939291133,1.001432684346922,201,1.001658965188116,0.0
same_outer_tensors,280,40,1.0e-8,7.103629626754483e-7,0.9999999999999469,0.9997740939291133,1.001432684346922,201,1.001658965188116,0.0
same_outer_tensors,280,50,1.0e-12,1.6383924234218197e-8,0.9999999999999469,0.9999824147092891,1.0002725609035468,181,1.0002901512966527,0.0
same_outer_tensors,280,50,1.0e-10,1.6383924234218197e-8,0.9999999999999469,0.9999824147092891,1.0002725609035468,181,1.0002901512966527,0.0
same_outer_tensors,280,50,1.0e-8,1.6383924234218197e-8,0.9999999999999469,0.9999824147092891,1.0002725609035468,181,1.0002901512966527,0.0
same_outer_tensors,319,20,1.0e-12,0.0034895462214729854,0.9999999999999396,0.9756894585698191,1.095430229456835,280,1.1227242641962472,0.0
same_outer_tensors,319,20,1.0e-10,0.0034895462214729854,0.9999999999999396,0.9756894585698191,1.095430229456835,280,1.1227242641962472,0.0
